sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
Erie,03/31/2020,-49.0,-18.0,-12.0,-52.0,-56.0,23.0,03/31/2020,Erie,26.0,464.0,119.0,2207.0
Erie,04/01/2020,-42.0,-9.0,47.0,-45.0,-56.0,22.0,04/01/2020,Erie,153.0,617.0,571.0,2778.0
Erie,04/02/2020,-44.0,-11.0,53.0,-48.0,-56.0,22.0,04/02/2020,Erie,103.0,720.0,429.0,3207.0
Erie,04/03/2020,-48.0,-14.0,-10.0,-52.0,-56.0,25.0,04/03/2020,Erie,88.0,808.0,317.0,3524.0
Erie,04/04/2020,-53.0,-16.0,56.0,-48.0,-41.0,14.0,04/04/2020,Erie,110.0,918.0,402.0,3926.0
Erie,04/05/2020,-51.0,-20.0,58.0,-52.0,-38.0,10.0,04/05/2020,Erie,105.0,1023.0,549.0,4475.0
Erie,04/06/2020,-46.0,-14.0,40.0,-51.0,-56.0,21.0,04/06/2020,Erie,112.0,1135.0,396.0,4871.0
Erie,04/07/2020,-55.0,-1.0,44.0,-47.0,-57.0,22.0,04/07/2020,Erie,70.0,1205.0,295.0,5166.0
Erie,04/08/2020,-56.0,1.0,8.0,-47.0,-57.0,23.0,04/08/2020,Erie,157.0,1362.0,458.0,5624.0
Erie,04/09/2020,-59.0,0.0,-31.0,-52.0,-58.0,23.0,04/09/2020,Erie,47.0,1409.0,309.0,5933.0
Erie,04/10/2020,-59.0,-1.0,-36.0,-56.0,-63.0,28.0,04/10/2020,Erie,63.0,1472.0,297.0,6230.0
Erie,04/11/2020,-58.0,12.0,20.0,-44.0,-44.0,15.0,04/11/2020,Erie,99.0,1571.0,317.0,6547.0
Erie,04/12/2020,-78.0,-43.0,64.0,-48.0,-44.0,11.0,04/12/2020,Erie,53.0,1624.0,182.0,6729.0
Erie,04/13/2020,-65.0,-32.0,-42.0,-60.0,-58.0,24.0,04/13/2020,Erie,44.0,1668.0,223.0,6952.0
Erie,04/14/2020,-57.0,-17.0,10.0,-49.0,-56.0,23.0,04/14/2020,Erie,83.0,1751.0,326.0,7278.0
Erie,04/15/2020,-53.0,-14.0,-17.0,-47.0,-56.0,23.0,04/15/2020,Erie,99.0,1850.0,394.0,7672.0
Erie,04/16/2020,-57.0,-16.0,-29.0,-53.0,-56.0,23.0,04/16/2020,Erie,79.0,1929.0,348.0,8020.0
Erie,04/17/2020,-59.0,-20.0,-31.0,-53.0,-56.0,25.0,04/17/2020,Erie,68.0,1997.0,262.0,8282.0
Erie,04/18/2020,-60.0,-18.0,27.0,-48.0,-39.0,14.0,04/18/2020,Erie,73.0,2070.0,367.0,8649.0
Erie,04/19/2020,-62.0,-27.0,-9.0,-54.0,-37.0,11.0,04/19/2020,Erie,39.0,2109.0,199.0,8848.0
Erie,04/20/2020,-52.0,-16.0,49.0,-44.0,-55.0,20.0,04/20/2020,Erie,38.0,2147.0,258.0,9106.0
Erie,04/21/2020,-58.0,-20.0,-32.0,-53.0,-56.0,24.0,04/21/2020,Erie,86.0,2233.0,347.0,9453.0
Erie,04/22/2020,-55.0,-15.0,-13.0,-50.0,-56.0,23.0,04/22/2020,Erie,217.0,2450.0,1307.0,10760.0
Erie,04/23/2020,-57.0,-17.0,-26.0,-52.0,-56.0,23.0,04/23/2020,Erie,153.0,2603.0,982.0,11742.0
Erie,04/24/2020,-57.0,-17.0,14.0,-48.0,-55.0,24.0,04/24/2020,Erie,170.0,2773.0,872.0,12614.0
Erie,04/25/2020,-54.0,-12.0,148.0,-36.0,-39.0,11.0,04/25/2020,Erie,181.0,2954.0,795.0,13409.0
Erie,04/26/2020,-60.0,-23.0,-38.0,-55.0,-38.0,11.0,04/26/2020,Erie,67.0,3021.0,508.0,13917.0
Erie,04/27/2020,-48.0,-13.0,62.0,-44.0,-54.0,20.0,04/27/2020,Erie,68.0,3089.0,586.0,14503.0
Erie,04/28/2020,-51.0,-11.0,50.0,-43.0,-55.0,16.0,04/28/2020,Erie,107.0,3196.0,716.0,15219.0
Erie,04/29/2020,-47.0,-9.0,36.0,-43.0,-54.0,21.0,04/29/2020,Erie,123.0,3319.0,885.0,16104.0
Erie,04/30/2020,-50.0,-14.0,-11.0,-48.0,-55.0,22.0,04/30/2020,Erie,162.0,3481.0,905.0,17009.0
Erie,05/01/2020,-49.0,-9.0,1.0,-45.0,-54.0,23.0,05/01/2020,Erie,117.0,3598.0,1058.0,18067.0
Erie,05/02/2020,-50.0,-10.0,84.0,-37.0,-36.0,11.0,05/02/2020,Erie,112.0,3710.0,799.0,18866.0
Erie,05/03/2020,-40.0,-7.0,217.0,-32.0,-29.0,6.0,05/03/2020,Erie,92.0,3802.0,760.0,19626.0
Erie,05/04/2020,-44.0,-10.0,12.0,-46.0,-53.0,20.0,05/04/2020,Erie,89.0,3891.0,779.0,20405.0
Erie,05/05/2020,-42.0,-1.0,43.0,-40.0,-53.0,20.0,05/05/2020,Erie,117.0,4008.0,1498.0,21903.0
Erie,05/06/2020,-43.0,-6.0,50.0,-38.0,-52.0,20.0,05/06/2020,Erie,128.0,4136.0,1164.0,23067.0
Erie,05/07/2020,-45.0,-5.0,30.0,-41.0,-52.0,20.0,05/07/2020,Erie,119.0,4255.0,1008.0,24075.0
Erie,05/08/2020,-50.0,-8.0,-14.0,-47.0,-52.0,23.0,05/08/2020,Erie,82.0,4337.0,1049.0,25124.0
Erie,05/09/2020,-50.0,4.0,-23.0,-43.0,-35.0,13.0,05/09/2020,Erie,116.0,4453.0,1231.0,26355.0
Erie,05/10/2020,-43.0,-4.0,28.0,-35.0,-27.0,7.0,05/10/2020,Erie,30.0,4483.0,386.0,26741.0
Erie,05/11/2020,-50.0,-19.0,-21.0,-50.0,-52.0,21.0,05/11/2020,Erie,47.0,4530.0,696.0,27437.0
Erie,05/12/2020,-44.0,-9.0,31.0,-40.0,-51.0,20.0,05/12/2020,Erie,76.0,4606.0,1591.0,29028.0
Erie,05/13/2020,-40.0,-6.0,88.0,-35.0,-50.0,19.0,05/13/2020,Erie,65.0,4671.0,1664.0,30692.0
Erie,05/14/2020,-43.0,-9.0,27.0,-40.0,-51.0,19.0,05/14/2020,Erie,111.0,4782.0,1690.0,32382.0
Erie,05/15/2020,-47.0,-13.0,0.0,-43.0,-50.0,22.0,05/15/2020,Erie,85.0,4867.0,1164.0,33546.0
Erie,05/16/2020,-44.0,-5.0,168.0,-26.0,-30.0,8.0,05/16/2020,Erie,87.0,4954.0,1827.0,35373.0
Erie,05/17/2020,-42.0,-12.0,77.0,-38.0,-25.0,7.0,05/17/2020,Erie,39.0,4993.0,628.0,36001.0
Erie,05/18/2020,-41.0,-11.0,-4.0,-44.0,-49.0,19.0,05/18/2020,Erie,44.0,5037.0,934.0,36935.0
Erie,05/19/2020,-35.0,-3.0,93.0,-34.0,-48.0,18.0,05/19/2020,Erie,94.0,5131.0,2198.0,39133.0
Erie,05/20/2020,-30.0,1.0,134.0,-26.0,-48.0,16.0,05/20/2020,Erie,139.0,5270.0,2974.0,42107.0
Erie,05/21/2020,-31.0,3.0,146.0,-25.0,-48.0,15.0,05/21/2020,Erie,127.0,5397.0,2175.0,44282.0
Erie,05/22/2020,-39.0,-2.0,67.0,-31.0,-49.0,18.0,05/22/2020,Erie,155.0,5552.0,2767.0,47049.0
Erie,05/23/2020,-43.0,1.0,101.0,-28.0,-29.0,8.0,05/23/2020,Erie,74.0,5626.0,1742.0,48791.0
Erie,05/24/2020,-33.0,3.0,214.0,-22.0,-25.0,3.0,05/24/2020,Erie,74.0,5700.0,1718.0,50509.0
Erie,05/25/2020,-41.0,-7.0,165.0,-41.0,-76.0,19.0,05/25/2020,Erie,53.0,5753.0,1334.0,51843.0
Erie,05/26/2020,-35.0,-2.0,101.0,-32.0,-47.0,16.0,05/26/2020,Erie,57.0,5810.0,1572.0,53415.0
Erie,05/27/2020,-30.0,4.0,113.0,-29.0,-46.0,15.0,05/27/2020,Erie,76.0,5886.0,2367.0,55782.0
Erie,05/28/2020,-37.0,-2.0,34.0,-35.0,-45.0,17.0,05/28/2020,Erie,49.0,5935.0,1944.0,57726.0
Erie,05/29/2020,-45.0,-11.0,1.0,-40.0,-45.0,20.0,05/29/2020,Erie,79.0,6014.0,2434.0,60160.0
Erie,05/30/2020,-44.0,-2.0,59.0,-26.0,-19.0,8.0,05/30/2020,Erie,56.0,6070.0,2402.0,62562.0
Erie,05/31/2020,-37.0,-7.0,120.0,-31.0,-14.0,5.0,05/31/2020,Erie,53.0,6123.0,1951.0,64513.0
Erie,06/01/2020,-30.0,-1.0,78.0,-28.0,-43.0,14.0,06/01/2020,Erie,50.0,6173.0,2225.0,66738.0
Erie,06/02/2020,-34.0,0.0,54.0,-32.0,-43.0,16.0,06/02/2020,Erie,61.0,6234.0,3364.0,70102.0
Erie,06/03/2020,-34.0,1.0,29.0,-33.0,-43.0,16.0,06/03/2020,Erie,74.0,6308.0,2639.0,72741.0
Erie,06/04/2020,-29.0,4.0,123.0,-25.0,-42.0,13.0,06/04/2020,Erie,51.0,6359.0,2896.0,75637.0
Erie,06/05/2020,-34.0,-1.0,102.0,-27.0,-43.0,14.0,06/05/2020,Erie,70.0,6429.0,4101.0,79738.0
Erie,06/06/2020,-37.0,1.0,140.0,-24.0,-18.0,5.0,06/06/2020,Erie,57.0,6486.0,2102.0,81840.0
Erie,06/07/2020,-25.0,3.0,219.0,-19.0,-12.0,2.0,06/07/2020,Erie,45.0,6531.0,1670.0,83510.0
Erie,06/08/2020,-22.0,1.0,123.0,-26.0,-41.0,12.0,06/08/2020,Erie,64.0,6595.0,3600.0,87110.0
Erie,06/09/2020,-24.0,5.0,140.0,-24.0,-41.0,13.0,06/09/2020,Erie,21.0,6616.0,2358.0,89468.0
Erie,06/10/2020,-23.0,5.0,96.0,-27.0,-41.0,14.0,06/10/2020,Erie,43.0,6659.0,2427.0,91895.0
Erie,06/11/2020,-24.0,6.0,104.0,-23.0,-41.0,13.0,06/11/2020,Erie,58.0,6717.0,3047.0,94942.0
Erie,06/12/2020,-30.0,0.0,90.0,-24.0,-41.0,14.0,06/12/2020,Erie,36.0,6753.0,2819.0,97761.0
Erie,06/13/2020,-32.0,3.0,137.0,-17.0,-13.0,4.0,06/13/2020,Erie,32.0,6785.0,2624.0,100385.0
Erie,06/14/2020,-25.0,2.0,203.0,-14.0,-8.0,2.0,06/14/2020,Erie,32.0,6817.0,1796.0,102181.0
Erie,06/15/2020,-19.0,1.0,131.0,-23.0,-40.0,12.0,06/15/2020,Erie,35.0,6852.0,2174.0,104355.0
Erie,06/16/2020,-17.0,6.0,145.0,-19.0,-40.0,12.0,06/16/2020,Erie,30.0,6882.0,2419.0,106774.0
Erie,06/17/2020,-17.0,7.0,150.0,-17.0,-39.0,11.0,06/17/2020,Erie,38.0,6920.0,2888.0,109662.0
Erie,06/18/2020,-18.0,7.0,143.0,-18.0,-40.0,11.0,06/18/2020,Erie,35.0,6955.0,3405.0,113067.0
Erie,06/19/2020,-24.0,5.0,122.0,-20.0,-41.0,11.0,06/19/2020,Erie,25.0,6980.0,3055.0,116122.0
Erie,06/20/2020,-28.0,12.0,178.0,-11.0,-13.0,2.0,06/20/2020,Erie,24.0,7004.0,2204.0,118326.0
Erie,06/21/2020,-24.0,9.0,215.0,-5.0,-6.0,-1.0,06/21/2020,Erie,31.0,7035.0,2224.0,120550.0
Erie,06/22/2020,-20.0,-4.0,80.0,-27.0,-42.0,12.0,06/22/2020,Erie,38.0,7073.0,2083.0,122633.0
Erie,06/23/2020,-21.0,1.0,57.0,-24.0,-42.0,13.0,06/23/2020,Erie,35.0,7108.0,2861.0,125494.0
Erie,06/24/2020,-15.0,5.0,118.0,-18.0,-39.0,11.0,06/24/2020,Erie,30.0,7138.0,3065.0,128559.0
Erie,06/25/2020,-16.0,7.0,142.0,-15.0,-39.0,10.0,06/25/2020,Erie,43.0,7181.0,2620.0,131179.0
Erie,06/26/2020,-25.0,1.0,129.0,-17.0,-40.0,11.0,06/26/2020,Erie,25.0,7206.0,2428.0,133607.0
Erie,06/27/2020,-29.0,2.0,84.0,-15.0,-16.0,5.0,06/27/2020,Erie,22.0,7228.0,2116.0,135723.0
Erie,06/28/2020,-19.0,2.0,265.0,-3.0,-5.0,-1.0,06/28/2020,Erie,21.0,7249.0,1787.0,137510.0
Erie,06/29/2020,-12.0,1.0,135.0,-24.0,-40.0,10.0,06/29/2020,Erie,43.0,7292.0,2534.0,140044.0
Erie,06/30/2020,-7.0,6.0,128.0,-22.0,-40.0,10.0,06/30/2020,Erie,45.0,7337.0,2670.0,142714.0
Erie,07/01/2020,-3.0,12.0,128.0,-18.0,-40.0,10.0,07/01/2020,Erie,33.0,7370.0,2959.0,145673.0
Erie,07/02/2020,-2.0,17.0,138.0,-13.0,-42.0,9.0,07/02/2020,Erie,57.0,7427.0,2920.0,148593.0
Erie,07/03/2020,-13.0,17.0,138.0,-24.0,-61.0,13.0,07/03/2020,Erie,35.0,7462.0,2542.0,151135.0
Erie,07/04/2020,-47.0,-4.0,147.0,-23.0,-31.0,1.0,07/04/2020,Erie,13.0,7475.0,1775.0,152910.0
Erie,07/05/2020,-21.0,-9.0,198.0,-16.0,-16.0,-1.0,07/05/2020,Erie,25.0,7500.0,1603.0,154513.0
Erie,07/06/2020,-8.0,2.0,119.0,-25.0,-44.0,11.0,07/06/2020,Erie,44.0,7544.0,2750.0,157263.0
Erie,07/07/2020,-10.0,6.0,118.0,-24.0,-42.0,11.0,07/07/2020,Erie,52.0,7596.0,3240.0,160503.0
Erie,07/08/2020,-8.0,7.0,119.0,-23.0,-40.0,11.0,07/08/2020,Erie,28.0,7624.0,3212.0,163715.0
Erie,07/09/2020,-10.0,5.0,115.0,-23.0,-41.0,10.0,07/09/2020,Erie,36.0,7660.0,3299.0,167014.0
Erie,07/10/2020,-18.0,-1.0,85.0,-27.0,-42.0,11.0,07/10/2020,Erie,51.0,7711.0,2752.0,169766.0
Erie,07/11/2020,-27.0,-5.0,25.0,-27.0,-18.0,5.0,07/11/2020,Erie,31.0,7742.0,2421.0,172187.0
Erie,07/12/2020,-11.0,2.0,246.0,-15.0,-9.0,0.0,07/12/2020,Erie,24.0,7766.0,1765.0,173952.0
Erie,07/13/2020,-9.0,-2.0,90.0,-30.0,-41.0,11.0,07/13/2020,Erie,67.0,7833.0,2651.0,176603.0
Erie,07/14/2020,-9.0,2.0,129.0,-26.0,-40.0,10.0,07/14/2020,Erie,58.0,7891.0,2975.0,179578.0
Erie,07/15/2020,-6.0,4.0,149.0,-24.0,-39.0,10.0,07/15/2020,Erie,36.0,7927.0,3015.0,182593.0
Erie,07/16/2020,-19.0,-6.0,16.0,-33.0,-41.0,13.0,07/16/2020,Erie,55.0,7982.0,3391.0,185984.0
Erie,07/17/2020,-16.0,-2.0,129.0,-26.0,-40.0,10.0,07/17/2020,Erie,34.0,8016.0,2039.0,188023.0
Erie,07/18/2020,-23.0,-2.0,195.0,-19.0,-14.0,1.0,07/18/2020,Erie,19.0,8035.0,1699.0,189722.0
Erie,07/19/2020,-17.0,-6.0,145.0,-23.0,-11.0,1.0,07/19/2020,Erie,11.0,8046.0,1434.0,191156.0
Erie,07/20/2020,-7.0,-2.0,144.0,-28.0,-40.0,9.0,07/20/2020,Erie,60.0,8106.0,3225.0,194381.0
Erie,07/21/2020,-10.0,-2.0,143.0,-27.0,-40.0,10.0,07/21/2020,Erie,29.0,8135.0,2772.0,197153.0
Erie,07/22/2020,-9.0,-1.0,75.0,-30.0,-39.0,11.0,07/22/2020,Erie,52.0,8187.0,3067.0,200220.0
Erie,07/23/2020,-9.0,0.0,124.0,-24.0,-39.0,10.0,07/23/2020,Erie,47.0,8234.0,3348.0,203568.0
Erie,07/24/2020,-18.0,-5.0,129.0,-25.0,-40.0,10.0,07/24/2020,Erie,48.0,8282.0,4090.0,207658.0
Erie,07/25/2020,-22.0,-2.0,209.0,-19.0,-15.0,1.0,07/25/2020,Erie,19.0,8301.0,1879.0,209537.0
Erie,07/26/2020,-11.0,-2.0,245.0,-16.0,-10.0,-1.0,07/26/2020,Erie,26.0,8327.0,1845.0,211382.0
Erie,07/27/2020,-9.0,-6.0,102.0,-30.0,-41.0,10.0,07/27/2020,Erie,37.0,8364.0,2806.0,214188.0
Erie,07/28/2020,-8.0,0.0,142.0,-26.0,-39.0,10.0,07/28/2020,Erie,46.0,8410.0,2416.0,216604.0
Erie,07/29/2020,-7.0,-1.0,91.0,-29.0,-39.0,11.0,07/29/2020,Erie,24.0,8434.0,3886.0,220490.0
Erie,07/30/2020,-7.0,1.0,146.0,-23.0,-40.0,9.0,07/30/2020,Erie,58.0,8492.0,3108.0,223598.0
Erie,07/31/2020,-13.0,-1.0,135.0,-24.0,-40.0,9.0,07/31/2020,Erie,56.0,8548.0,3740.0,227338.0
Erie,08/01/2020,-20.0,0.0,177.0,-17.0,-16.0,1.0,08/01/2020,Erie,24.0,8572.0,2624.0,229962.0
Erie,08/02/2020,-12.0,-1.0,107.0,-21.0,-15.0,1.0,08/02/2020,Erie,54.0,8626.0,2148.0,232110.0
Erie,08/03/2020,-5.0,0.0,96.0,-28.0,-41.0,10.0,08/03/2020,Erie,41.0,8667.0,3906.0,236016.0
Erie,08/04/2020,-9.0,0.0,63.0,-29.0,-40.0,11.0,08/04/2020,Erie,35.0,8702.0,5925.0,241941.0
Erie,08/05/2020,-4.0,2.0,144.0,-26.0,-39.0,9.0,08/05/2020,Erie,35.0,8737.0,3420.0,245361.0
Erie,08/06/2020,-8.0,0.0,158.0,-23.0,-39.0,8.0,08/06/2020,Erie,54.0,8791.0,3434.0,248795.0
Erie,08/07/2020,-15.0,-4.0,135.0,-26.0,-40.0,9.0,08/07/2020,Erie,59.0,8850.0,4495.0,253290.0
Erie,08/08/2020,-20.0,-1.0,203.0,-17.0,-15.0,1.0,08/08/2020,Erie,54.0,8904.0,2649.0,255939.0
Erie,08/09/2020,-11.0,-2.0,233.0,-19.0,-12.0,-1.0,08/09/2020,Erie,14.0,8918.0,1745.0,257684.0
Erie,08/10/2020,-8.0,-5.0,131.0,-31.0,-41.0,9.0,08/10/2020,Erie,69.0,8987.0,4022.0,261706.0
Erie,08/11/2020,-9.0,-2.0,113.0,-31.0,-40.0,10.0,08/11/2020,Erie,26.0,9013.0,3239.0,264945.0
Erie,08/12/2020,-6.0,0.0,150.0,-29.0,-39.0,9.0,08/12/2020,Erie,20.0,9033.0,2742.0,267687.0
Erie,08/13/2020,-8.0,-1.0,144.0,-25.0,-39.0,8.0,08/13/2020,Erie,31.0,9064.0,3467.0,271154.0
Erie,08/14/2020,-15.0,-5.0,130.0,-26.0,-40.0,9.0,08/14/2020,Erie,50.0,9114.0,3109.0,274263.0
Erie,08/15/2020,-21.0,-4.0,164.0,-20.0,-17.0,1.0,08/15/2020,Erie,33.0,9147.0,2644.0,276907.0
Erie,08/16/2020,-11.0,-3.0,168.0,-20.0,-12.0,0.0,08/16/2020,Erie,10.0,9157.0,1992.0,278899.0
Erie,08/17/2020,-10.0,-8.0,,-34.0,-41.0,10.0,08/17/2020,Erie,30.0,9187.0,2900.0,281799.0
Erie,08/18/2020,-10.0,-4.0,,-31.0,-39.0,10.0,08/18/2020,Erie,54.0,9241.0,3346.0,285145.0
Erie,08/19/2020,-5.0,-2.0,,-29.0,-39.0,9.0,08/19/2020,Erie,42.0,9283.0,3339.0,288484.0
Erie,08/20/2020,-7.0,-2.0,,-25.0,-39.0,8.0,08/20/2020,Erie,81.0,9364.0,4163.0,292647.0
Erie,08/21/2020,-16.0,-6.0,,-28.0,-40.0,9.0,08/21/2020,Erie,49.0,9413.0,3703.0,296350.0
Erie,08/22/2020,-21.0,-4.0,,-16.0,-15.0,0.0,08/22/2020,Erie,52.0,9465.0,2255.0,298605.0
Erie,08/23/2020,-11.0,-5.0,,-16.0,-11.0,-2.0,08/23/2020,Erie,26.0,9491.0,1452.0,300057.0
Erie,08/24/2020,-8.0,-6.0,,-32.0,-40.0,9.0,08/24/2020,Erie,55.0,9546.0,3320.0,303377.0
Erie,08/25/2020,-9.0,-3.0,,-30.0,-39.0,10.0,08/25/2020,Erie,43.0,9589.0,2649.0,306026.0
Erie,08/26/2020,-7.0,-3.0,,-30.0,-38.0,9.0,08/26/2020,Erie,79.0,9668.0,3893.0,309919.0
Erie,08/27/2020,-13.0,-6.0,,-29.0,-39.0,10.0,08/27/2020,Erie,45.0,9713.0,4199.0,314118.0
Erie,08/28/2020,-15.0,-7.0,,-30.0,-38.0,10.0,08/28/2020,Erie,28.0,9741.0,3012.0,317130.0
Erie,08/29/2020,-19.0,-5.0,,-24.0,-15.0,3.0,08/29/2020,Erie,66.0,9807.0,3774.0,320904.0
Erie,08/30/2020,-8.0,-4.0,,-14.0,-10.0,-1.0,08/30/2020,Erie,65.0,9872.0,2691.0,323595.0
Erie,08/31/2020,-5.0,-7.0,,-30.0,-39.0,8.0,08/31/2020,Erie,75.0,9947.0,3839.0,327434.0
Erie,09/01/2020,-6.0,2.0,,-26.0,-38.0,8.0,09/01/2020,Erie,70.0,10017.0,4364.0,331798.0
Erie,09/02/2020,-8.0,-2.0,,-32.0,-39.0,10.0,09/02/2020,Erie,69.0,10086.0,3801.0,335599.0
Erie,09/03/2020,-5.0,3.0,,-21.0,-38.0,7.0,09/03/2020,Erie,70.0,10156.0,3606.0,339205.0
Erie,09/04/2020,-12.0,-2.0,,-26.0,-40.0,8.0,09/04/2020,Erie,56.0,10212.0,4124.0,343329.0
Erie,09/05/2020,-19.0,-2.0,,-17.0,-18.0,2.0,09/05/2020,Erie,54.0,10266.0,2017.0,345346.0
Erie,09/06/2020,-7.0,-2.0,,-18.0,-13.0,-3.0,09/06/2020,Erie,54.0,10320.0,2176.0,347522.0
Erie,09/07/2020,-18.0,-12.0,,-48.0,-74.0,18.0,09/07/2020,Erie,26.0,10346.0,2250.0,349772.0
Erie,09/08/2020,-12.0,-2.0,,-30.0,-40.0,9.0,09/08/2020,Erie,48.0,10394.0,2523.0,352295.0
Erie,09/09/2020,-8.0,-1.0,,-28.0,-38.0,8.0,09/09/2020,Erie,50.0,10444.0,4218.0,356513.0
Erie,09/10/2020,-12.0,-3.0,,-28.0,-37.0,8.0,09/10/2020,Erie,59.0,10503.0,3118.0,359631.0
Erie,09/11/2020,-16.0,-7.0,68.0,-32.0,-36.0,8.0,09/11/2020,Erie,64.0,10567.0,3728.0,363359.0
Erie,09/12/2020,-16.0,-1.0,168.0,-20.0,-11.0,1.0,09/12/2020,Erie,70.0,10637.0,3130.0,366489.0
Erie,09/13/2020,-22.0,-8.0,61.0,-30.0,-12.0,2.0,09/13/2020,Erie,31.0,10668.0,2288.0,368777.0
Erie,09/14/2020,-9.0,-8.0,70.0,-33.0,-34.0,8.0,09/14/2020,Erie,48.0,10716.0,2882.0,371659.0
Erie,09/15/2020,-10.0,-5.0,70.0,-31.0,-34.0,9.0,09/15/2020,Erie,36.0,10752.0,2568.0,374227.0
Erie,09/16/2020,-9.0,-6.0,88.0,-30.0,-35.0,9.0,09/16/2020,Erie,81.0,10833.0,4437.0,378664.0
Erie,09/17/2020,-11.0,-4.0,72.0,-28.0,-34.0,8.0,09/17/2020,Erie,40.0,10873.0,2670.0,381334.0
Erie,09/18/2020,-13.0,-8.0,56.0,-31.0,-34.0,8.0,09/18/2020,Erie,44.0,10917.0,4544.0,385878.0
Erie,09/19/2020,-14.0,0.0,116.0,-22.0,-12.0,1.0,09/19/2020,Erie,82.0,10999.0,4104.0,389982.0
Erie,09/20/2020,-14.0,-5.0,119.0,-24.0,-10.0,0.0,09/20/2020,Erie,43.0,11042.0,2187.0,392169.0
Erie,09/21/2020,-8.0,-7.0,72.0,-33.0,-35.0,9.0,09/21/2020,Erie,40.0,11082.0,2592.0,394761.0
Erie,09/22/2020,-11.0,-5.0,61.0,-32.0,-34.0,9.0,09/22/2020,Erie,30.0,11112.0,3058.0,397819.0
Erie,09/23/2020,-7.0,-4.0,79.0,-30.0,-34.0,9.0,09/23/2020,Erie,89.0,11201.0,4107.0,401926.0
Erie,09/24/2020,-10.0,-5.0,64.0,-30.0,-33.0,8.0,09/24/2020,Erie,50.0,11251.0,3783.0,405709.0
Erie,09/25/2020,-14.0,-7.0,74.0,-33.0,-33.0,8.0,09/25/2020,Erie,57.0,11308.0,3901.0,409610.0
Erie,09/26/2020,-16.0,-2.0,148.0,-26.0,-10.0,0.0,09/26/2020,Erie,34.0,11342.0,3908.0,413518.0
Erie,09/27/2020,-15.0,-6.0,135.0,-28.0,-9.0,0.0,09/27/2020,Erie,17.0,11359.0,1515.0,415033.0
Erie,09/28/2020,-10.0,-8.0,72.0,-34.0,-33.0,9.0,09/28/2020,Erie,86.0,11445.0,5162.0,420195.0
Erie,09/29/2020,-13.0,-7.0,21.0,-35.0,-33.0,10.0,09/29/2020,Erie,55.0,11500.0,5326.0,425521.0
Erie,09/30/2020,-16.0,-11.0,-14.0,-40.0,-35.0,11.0,09/30/2020,Erie,74.0,11574.0,3856.0,429377.0
Erie,10/01/2020,-9.0,2.0,26.0,-29.0,-31.0,8.0,10/01/2020,Erie,63.0,11637.0,5162.0,434539.0
Erie,10/02/2020,-17.0,-6.0,-2.0,-32.0,-32.0,10.0,10/02/2020,Erie,60.0,11697.0,4462.0,439001.0
Erie,10/03/2020,-16.0,0.0,65.0,-21.0,-13.0,2.0,10/03/2020,Erie,70.0,11767.0,6965.0,445966.0
Erie,10/04/2020,-16.0,-2.0,68.0,-24.0,-12.0,1.0,10/04/2020,Erie,31.0,11798.0,2448.0,448414.0
Erie,10/05/2020,-12.0,-6.0,32.0,-29.0,-32.0,9.0,10/05/2020,Erie,66.0,11864.0,3354.0,451768.0
Erie,10/06/2020,-13.0,-4.0,46.0,-27.0,-32.0,9.0,10/06/2020,Erie,34.0,11898.0,3953.0,455721.0
Erie,10/07/2020,-14.0,-5.0,10.0,-34.0,-34.0,10.0,10/07/2020,Erie,55.0,11953.0,4054.0,459775.0
Erie,10/08/2020,-14.0,-3.0,26.0,-27.0,-32.0,8.0,10/08/2020,Erie,45.0,11998.0,4900.0,464675.0
Erie,10/09/2020,-17.0,-7.0,55.0,-30.0,-33.0,8.0,10/09/2020,Erie,57.0,12055.0,4372.0,469047.0
Erie,10/10/2020,-20.0,-4.0,85.0,-24.0,-12.0,2.0,10/10/2020,Erie,52.0,12107.0,3399.0,472446.0
Erie,10/11/2020,-12.0,-5.0,124.0,-25.0,-11.0,0.0,10/11/2020,Erie,47.0,12154.0,3798.0,476244.0
Erie,10/12/2020,-10.0,-7.0,63.0,-34.0,-44.0,10.0,10/12/2020,Erie,28.0,12182.0,3453.0,479697.0
Erie,10/13/2020,-18.0,-7.0,37.0,-30.0,-32.0,10.0,10/13/2020,Erie,34.0,12216.0,3972.0,483669.0
Essex,03/01/2020,16.0,11.0,17.0,,1.0,,03/01/2020,Essex,0.0,0.0,0.0,0.0
Essex,03/02/2020,5.0,15.0,,,4.0,0.0,03/02/2020,Essex,0.0,0.0,0.0,0.0
Essex,03/03/2020,12.0,5.0,,,3.0,-2.0,03/03/2020,Essex,0.0,0.0,0.0,0.0
Essex,03/04/2020,10.0,2.0,,,2.0,0.0,03/04/2020,Essex,0.0,0.0,0.0,0.0
Essex,03/05/2020,12.0,11.0,,,8.0,0.0,03/05/2020,Essex,0.0,0.0,0.0,0.0
Essex,03/06/2020,1.0,1.0,11.0,,1.0,1.0,03/06/2020,Essex,0.0,0.0,0.0,0.0
